id,is_iceberg
5941774d,0.1388358473777771
4023181e,0.9999997615814209
b20200e4,0.0
e7f018bb,0.9999997615814209
4371c8c3,1.0
a8d9b1fd,0.07852327823638916
29e7727e,0.2441309094429016
92a51ffb,0.9999994039535522
c769ac97,0.00011348724365234375
aee0547d,3.445148468017578e-05
565b28ac,5.602836608886719e-06
e04e9775,0.999388575553894
8e8161d1,0.015557467937469482
4cf4d256,1.0
139e5324,0.9991194605827332
f156976f,0.0039011240005493164
68a117cc,1.0
d9aa7a56,1.0
9005b143,0.9950575828552246
5f6d3988,0.9999619722366333
9ad70954,1.0
b9087b9e,0.8790831565856934
a39a1427,0.9993178844451904
82fbe8ed,0.07750099897384644
1fae4879,4.76837158203125e-06
6dd8f13d,5.352497100830078e-05
bbad5958,0.05882364511489868
54527583,1.0
be8fa29c,1.0
81a3328f,0.9999825954437256
1a3c0ab3,8.58306884765625e-06
4deeeb8b,1.0
ac6d5632,1.0
472dadb5,1.0
96093f95,0.8660507202148438
f5b4e3df,0.9999998807907104
e01a3c92,0.4879814386367798
001680af,0.9999995231628418
8e639f33,0.31387102603912354
a2c16612,0.7040956020355225
a6d76474,0.00038111209869384766
19c47684,0.9999998807907104
015827b6,0.9855560660362244
7df7f7ce,0.6489214897155762
0bbf1a3f,1.0
636cfbb7,0.8100273609161377
7370030a,0.9838259816169739
43aa97ad,0.029432833194732666
ba2b5e63,1.0
dfdd335b,0.9999995231628418
e79b13dc,0.34276634454727173
dc32b195,0.9999996423721313
6d868590,0.9999516010284424
75fa59aa,0.9999918937683105
ffe50836,0.5877746343612671
a7bfd784,0.999961256980896
b3d569e3,0.04338788986206055
6c538c5b,0.04004865884780884
5c7c15f4,1.1920928955078125e-07
0b745139,0.9997169375419617
fd14608e,0.9999997615814209
f0bc8305,0.9998124241828918
a10ccb28,0.9999998807907104
543304c7,0.9999998807907104
6c3a4078,5.245208740234375e-06
9b73cc75,1.0
5c6c71b1,0.4725567698478699
09ee9186,0.9999918937683105
207c35cf,0.9999984502792358
153c813e,0.0074936747550964355
5605d58b,1.0
642ca396,0.0164375901222229
d32d72c0,0.9999934434890747
16646a17,0.9890361428260803
384074af,0.9999964237213135
69bf1e8c,1.0
9e90a054,1.0
89dbe7f7,0.9999997615814209
dbd27d22,0.9999998807907104
a2ea1561,1.0
d63402af,1.0
1ac8bb92,0.9999914169311523
8beffca5,0.9998252987861633
46741f3e,0.00018161535263061523
e5ee6aa7,0.016822755336761475
5ecd892b,0.9384636282920837
69892166,0.02403503656387329
2f725a81,0.0629202127456665
810abfe4,0.003077566623687744
e6f973e6,1.0
c60a5c46,1.0
c42b9e08,0.9494010806083679
c3f00c23,0.0006569027900695801
5307fdb8,0.9948053956031799
3e4f005e,0.031637370586395264
4a4cc2e0,0.9164057970046997
9bdd88d1,7.867813110351562e-06
0d832bed,0.01070934534072876
14a134fa,0.9999401569366455
78a41676,6.401538848876953e-05
0bd4658e,1.0
4a311bb0,1.0
f939c817,0.9999914169311523
956adc4d,0.9999996423721313
f8a119f5,1.0
61faa1ad,1.0
6725eb3e,0.9984462857246399
17b3a8fd,0.39201611280441284
49a88dfc,7.510185241699219e-06
2d6ec645,1.0
0d4d77ba,1.0
3ee672a2,1.0
738b41fd,1.0
f7fb320d,1.0
b42fad18,8.046627044677734e-05
4ab8b00a,1.0
f7870f2b,0.04120504856109619
4978666a,1.0
f1b0d6c7,0.07384520769119263
5642407f,0.05383545160293579
36d4ff92,0.9988947510719299
4139aba2,1.0
7585ce58,1.0
33e25984,0.9999995231628418
ac46f3c9,0.9988086223602295
fc34a5b8,0.636515200138092
85c36a8f,0.9996196031570435
b2d8a426,0.9225335717201233
13ec60d1,0.8305611610412598
9d440f42,0.9973294734954834
1c0a891e,0.9999997615814209
981c3bc3,1.0
295604f4,0.9988333582878113
16ca16c3,0.9999691247940063
b4dda837,0.20815694332122803
88d088ef,0.006067097187042236
1b4fa160,0.9995312690734863
f371bd82,0.16517966985702515
b130a0b7,0.9999904632568359
ebf1de82,1.0
01e651c3,0.018834233283996582
51b1fecc,1.0
fa635a31,0.13114547729492188
97b7d789,0.996692419052124
2f598053,0.9978315234184265
c0e3e148,0.9999973773956299
cfa175a8,0.08302897214889526
3d7e09d8,0.9952911138534546
44a13d1b,0.9583081603050232
c66b0948,1.0
976a6d64,0.6414439678192139
8bbd8909,1.0
522890fd,0.8914391398429871
f23a3b95,1.0
680039dc,0.9999974966049194
93028e53,0.7006261348724365
22a16932,0.9999865293502808
7d8126d2,0.04809039831161499
ba2ecd75,0.0004176497459411621
8071bdd7,1.0
96d5aeee,1.6927719116210938e-05
154be68f,0.9255061149597168
d8c2bfe2,0.9615517258644104
f76d47b0,0.9999997615814209
0e781ade,2.384185791015625e-07
13cf6060,0.0039934515953063965
cd99f710,0.9999994039535522
d10005bb,0.012069106101989746
3a31445f,0.9999994039535522
3157202d,0.9999982118606567
6ee64703,1.0
e5de8685,0.24848002195358276
02cc70ba,0.10862356424331665
